Analysis no.,Stat. pos.,Eruption,controlcode_old,controlcode,Epoch,Analysis label,Date of analysis,NA2O,MGO,AL2O3,SIO2,K2O,CAO,TIO2,MNO,FEO,P2O5,Cl,F,Total
1584,11,Paradiso,0,3,one,cf15-4,250709,3.87,1.14,18.56,57.86,8.12,3.44,0.49,0.09,4.41,,,,97.99
1585,11,Paradiso,0,3,one,cf15-5,250709,3.45,1.16,18.47,57.71,8.11,3.37,0.58,0.14,4.55,,,,97.53
1586,11,Paradiso,0,3,one,cf15-6,250709,3.60,1.17,18.49,57.10,8.11,3.29,0.53,0.09,4.56,,,,96.93
1587,11,Paradiso,0,3,one,cf15-7,250709,3.51,1.12,18.71,57.72,8.25,3.45,0.50,0.17,4.57,,,,98.02
1588,11,Paradiso,0,3,one,cf15-8,250709,3.66,1.14,18.43,57.97,8.26,3.43,0.49,0.15,4.48,,,,98.01
1589,11,Paradiso,0,3,one,cf15-9,250709,3.65,1.13,18.53,58.11,8.23,3.40,0.57,0.20,4.37,,,,98.19
1590,11,Paradiso,0,3,one,cf15-10,250709,3.58,1.06,17.90,56.64,8.07,3.37,0.51,0.11,4.24,,,,95.48
1591,11,Paradiso,0,3,one,cf15-12,250709,3.35,1.04,17.08,53.76,7.58,3.26,0.59,0.12,4.29,,,,91.05
1592,11,Paradiso,0,3,one,cf15-13,250709,3.58,1.12,18.76,58.33,8.13,3.55,0.54,0.24,4.39,,,,98.64
1593,11,Paradiso,0,3,one,cf15-15,250709,3.67,1.23,18.58,57.79,8.11,3.52,0.52,0.11,4.69,,,,98.21
1594,11,Paradiso,0,3,one,cf15-16,250709,3.58,1.23,18.75,57.97,8.14,3.71,0.50,0.11,4.43,,,,98.43
1595,11,Paradiso,0,3,one,cf15-17,250709,3.51,1.15,18.47,57.88,8.06,3.46,0.52,0.13,4.53,,,,97.72
1596,11,Paradiso,0,3,one,cf15_1,301009,3.75,1.17,18.54,56.94,8.28,3.58,0.50,0.10,4.62,3041,6497,2085,98.64
1597,11,Paradiso,0,3,one,cf15_2,301009,3.70,1.17,18.15,57.34,8.35,3.47,0.55,0.08,4.52,3103,6184,1074,98.38
1598,11,Paradiso,0,3,one,cf15_3,301009,3.70,0.97,18.43,57.82,8.61,3.32,0.50,0.24,4.28,2698,6203,1421,98.89
1599,11,Paradiso,0,3,one,cf15_4,301009,3.30,1.14,17.48,54.64,8.15,3.55,0.53,0.12,4.44,2783,5812,1231,94.32
1600,11,Paradiso,0,3,one,cf15_5,301009,3.59,1.09,18.21,57.30,8.52,3.40,0.51,0.11,4.40,2416,6117,1434,98.13
1601,11,Paradiso,0,3,one,cf15_6,301009,3.80,1.22,18.27,57.14,8.55,3.48,0.54,0.13,4.58,2968,6540,75,98.68
1602,11,Paradiso,0,3,one,cf15_7,301009,3.92,1.14,18.43,57.80,8.42,3.56,0.51,0.18,4.40,2837,6139,726,99.32
1603,11,Paradiso,0,3,one,cf15_8,301009,3.49,1.10,17.90,57.71,8.42,3.52,0.52,0.17,4.28,2897,6128,0,98.01
1604,11,Paradiso,0,3,one,cf15_9,301009,3.49,1.18,18.03,56.32,8.08,3.39,0.60,0.11,4.65,2280,6193,1391,96.84
1605,11,Paradiso,0,3,one,cf15_10,301009,3.65,1.10,18.29,58.18,8.63,3.47,0.49,0.13,4.61,2932,6312,2242,99.70
1606,11,Paradiso,0,3,one,cf15_11,301009,3.69,1.14,18.18,57.72,8.52,3.45,0.56,0.11,4.40,2490,6021,2284,98.86
1607,11,Paradiso,0,3,one,cf15_12,301009,3.78,1.22,18.60,57.17,8.46,3.54,0.57,0.14,4.53,1991,6311,1478,98.98
1608,11,Paradiso,0,3,one,cf15_13,301009,3.59,1.22,18.25,57.14,8.26,3.42,0.51,0.05,4.36,2866,6541,1958,97.93
1609,11,Paradiso,0,3,one,cf14_1,301009,3.62,0.94,17.48,54.08,7.90,3.39,0.49,0.14,4.40,2305,5739,584,93.29
1610,11,Paradiso,0,3,one,cf14_2,301009,3.80,1.15,18.61,56.94,8.37,3.42,0.52,0.13,4.21,1969,6235,1497,98.11
1611,11,Paradiso,0,3,one,cf14_3,301009,3.84,1.09,18.18,57.82,8.40,3.33,0.58,0.09,4.83,2326,6354,606,99.08
1612,11,Paradiso,0,3,one,cf14_4,301009,3.72,1.18,18.53,57.14,8.39,3.55,0.54,0.17,4.74,2425,6477,2856,99.13
1613,11,Paradiso,0,3,one,cf14_5,301009,3.44,1.19,18.18,57.44,8.50,3.45,0.54,0.09,4.48,2190,6443,2088,98.37
1614,11,Paradiso,0,3,one,cf14_6,301009,3.53,1.18,18.71,56.93,8.35,3.50,0.61,0.13,4.75,2665,6433,2302,98.82
1615,11,Paradiso,0,3,one,cf14_7,301009,3.78,1.10,18.31,57.07,8.43,3.45,0.54,0.17,4.34,2227,6356,948,98.15
1616,11,Paradiso,0,3,one,cf14_8,301009,3.92,1.12,18.55,57.32,8.58,3.41,0.54,0.11,4.37,2771,6763,1209,98.99
1617,11,Paradiso,0,3,one,cf14_9,301009,3.56,1.22,18.21,57.14,8.22,3.75,0.53,0.14,4.39,2487,6772,1062,98.21
1618,11,Paradiso,0,3,one,cf14_10,301009,3.71,1.07,18.23,57.56,8.20,3.50,0.54,0.17,4.48,2320,6233,2289,98.55
1619,11,Paradiso,0,3,one,cf14_11,301009,3.50,1.12,18.49,57.78,8.62,3.45,0.50,0.09,4.59,2276,6294,828,99.08
1620,11,Paradiso,0,3,one,cf14_12,301009,3.10,1.11,18.64,57.04,8.41,3.39,0.55,0.07,4.23,3017,5910,703,97.51
1621,11,Paradiso,0,3,one,cf14_13,301009,3.38,1.06,18.69,58.04,8.65,3.34,0.53,0.12,4.30,2543,6177,1345,99.11
1622,11,Paradiso,0,3,one,cf14_14,301009,3.72,1.16,18.43,55.90,8.33,3.43,0.51,0.17,4.52,2105,6042,2193,97.19
1623,11,Paradiso,0,3,one,cf14_15,301009,3.57,1.15,18.02,57.50,8.44,3.42,0.58,0.17,4.43,3288,6429,0,98.26
1624,11,Paradiso,0,3,one,cf14_16,301009,3.74,1.07,18.18,57.87,8.48,3.50,0.58,0.08,4.51,2362,5861,1933,99.03
1625,10,Minopoli 1,0,3,one,13_20,210609,2.87,2.16,17.75,53.89,7.35,5.78,0.90,0.13,6.93,7381,4208,645,98.97
1626,10,Minopoli 1,0,3,one,13_19,210609,2.85,2.07,16.81,51.47,7.06,5.24,0.89,0.15,6.84,6278,4606,1689,94.62
1627,10,Minopoli 1,0,3,one,13_18,210609,2.90,2.14,17.49,53.94,7.13,5.71,1.00,0.15,7.29,6757,4544,1278,99.00
1628,10,Minopoli 1,0,3,one,13_16,210609,2.69,2.17,17.15,51.72,6.92,5.54,0.92,0.17,6.74,6478,4612,618,95.19
1629,10,Minopoli 1,0,3,one,13_15,210609,2.98,2.14,17.48,53.94,7.34,5.79,0.92,0.07,7.27,6858,4465,537,99.12
1630,10,Minopoli 1,0,3,one,13_14,210609,3.25,2.06,17.55,53.61,7.44,5.48,0.99,0.10,6.86,6500,4906,2184,98.72
1631,10,Minopoli 1,0,3,one,13_13,210609,3.18,2.19,17.21,53.66,7.00,5.62,1.02,0.07,7.31,8240,4854,835,98.65
1632,10,Minopoli 1,0,3,one,13_12,210609,3.01,2.12,17.33,54.24,7.68,5.46,1.04,0.19,6.53,6913,4536,1557,98.91
1633,10,Minopoli 1,0,3,one,13_11,210609,2.99,2.36,17.89,54.86,7.03,5.53,1.04,0.13,7.09,6399,4210,2218,100.19
1634,10,Minopoli 1,0,3,one,13_10,210609,2.79,2.04,17.76,53.82,7.08,5.69,0.99,0.14,6.99,6444,4594,805,98.50
1635,10,Minopoli 1,0,3,one,13_9,210609,2.96,2.31,16.88,53.79,6.93,5.75,1.01,0.18,7.37,6575,4764,1317,98.44
1636,10,Minopoli 1,0,3,one,13_8,210609,3.04,2.34,16.48,52.93,6.50,5.82,1.13,0.18,8.03,7739,5044,1670,97.90
1637,10,Minopoli 1,0,3,one,13_7,210609,2.87,2.38,16.96,53.33,6.97,5.76,1.07,0.14,7.53,7149,5087,977,98.31
1638,10,Minopoli 1,0,3,one,13_6,210609,2.99,2.21,17.54,53.33,6.93,5.61,0.94,0.20,7.03,7443,4563,985,98.07
1639,10,Minopoli 1,0,3,one,13_5,210609,3.10,2.20,17.61,53.97,7.01,5.72,1.01,0.12,7.32,6974,4729,1037,99.33
1640,10,Minopoli 1,0,3,one,13_4,210609,2.78,2.37,17.67,53.46,7.31,5.76,0.90,0.16,6.98,6092,4098,470,98.45
1641,10,Minopoli 1,0,3,one,13_3,210609,2.75,2.24,17.69,54.14,7.19,5.53,0.92,0.18,6.96,6609,4338,519,98.77
1642,10,Minopoli 1,0,3,one,13_2,210609,2.96,2.18,17.65,53.59,7.10,5.70,0.91,0.14,7.44,6695,4442,1482,98.94
1643,10,Minopoli 1,0,3,one,13_1,210609,2.74,2.27,17.12,53.57,7.01,5.81,0.98,0.14,7.48,7465,4557,1436,98.46
1644,10,Minopoli 1,0,3,one,CF13_1,011209,2.80,2.24,17.04,53.66,6.75,5.62,1.15,0.09,7.66,7501,5787,2017,98.54
1645,10,Minopoli 1,0,3,one,CF13_10,011209,2.97,2.30,17.56,53.92,7.53,5.64,0.92,0.13,7.28,6924,4841,1418,99.57
1646,10,Minopoli 1,0,3,one,CF13_11,011209,2.83,2.20,17.75,53.52,7.37,5.74,0.97,0.14,7.08,7270,4632,2076,98.99
1647,10,Minopoli 1,0,3,one,CF13_12,011209,2.55,2.20,17.68,53.82,7.55,5.58,0.95,0.14,6.97,6693,5432,1304,98.78
1648,10,Minopoli 1,0,3,one,CF13_13,011209,2.74,2.24,17.79,52.61,7.13,5.84,1.00,0.13,7.16,6506,5843,2049,98.07
1649,10,Minopoli 1,0,3,one,CF13_14,011209,2.84,2.27,17.13,53.05,7.04,5.76,1.13,0.10,7.95,6992,5779,1610,98.70
1650,10,Minopoli 1,0,3,one,CF13_15,011209,2.92,2.32,17.62,53.06,7.31,5.70,0.97,0.17,7.48,6636,5560,2022,98.96
1651,10,Minopoli 1,0,3,one,CF13_2,011209,2.84,2.17,17.73,53.97,7.56,5.61,1.00,0.04,6.93,6876,5363,1976,99.26
1652,10,Minopoli 1,0,3,one,CF13_3,011209,3.01,2.22,17.71,53.38,7.33,5.74,1.01,0.09,7.21,7014,5232,1397,99.06
1653,10,Minopoli 1,0,3,one,CF13_4,011209,2.73,2.27,17.82,53.04,7.35,5.72,1.04,0.10,7.13,7226,5601,1515,98.63
1654,10,Minopoli 1,0,3,one,CF13_5,011209,3.05,2.31,17.72,53.15,6.94,5.53,1.05,0.10,7.61,7442,5657,2482,99.03
1655,10,Minopoli 1,0,3,one,CF13_6,011209,2.54,2.36,17.72,53.86,7.44,5.94,0.98,0.16,7.07,7229,4867,398,99.32
1656,10,Minopoli 1,0,3,one,CF13_7,011209,3.16,2.10,17.66,54.23,7.12,5.67,0.99,0.13,7.51,7032,5702,1731,100.02
1657,10,Minopoli 1,0,3,one,CF13_8,011209,2.76,2.38,18.24,54.12,7.25,5.69,1.04,0.19,7.18,6717,5260,1588,100.20
1658,10,Minopoli 1,0,3,one,CF13_9,011209,2.92,2.35,18.07,53.30,7.32,5.69,0.85,0.17,7.38,7058,5628,896,99.40
1659,9,3rd on La Pigna 1,0,3,one,cf38-1,250709,3.66,0.74,18.97,57.85,9.47,3.08,0.51,0.10,3.63,,,,98.02
1660,9,3rd on La Pigna 1,0,3,one,cf38-2,250709,3.44,0.69,18.28,58.02,9.31,3.11,0.35,0.07,3.83,,,,97.10
1661,9,3rd on La Pigna 1,0,3,one,cf38-3,250709,3.57,0.84,18.55,57.28,9.03,3.19,0.49,0.16,3.86,,,,96.97
1662,9,3rd on La Pigna 1,0,3,one,cf38-4,250709,3.48,0.74,17.85,55.15,8.96,3.06,0.44,0.16,3.65,,,,93.48
1663,9,3rd on La Pigna 1,0,3,one,cf38-5,250709,3.47,0.71,18.23,56.32,9.14,3.22,0.45,0.13,3.87,,,,95.53
1664,9,3rd on La Pigna 1,0,3,one,cf38-6,250709,3.60,0.88,18.54,57.59,9.04,3.30,0.50,0.22,3.99,,,,97.66
1665,9,3rd on La Pigna 1,0,3,one,cf38-7,250709,3.72,0.83,18.74,57.62,9.05,3.13,0.46,0.13,4.03,,,,97.71
1666,9,3rd on La Pigna 1,0,3,one,cf38-8,250709,3.53,0.79,18.50,57.98,9.12,3.19,0.48,0.14,4.07,,,,97.80
1667,9,3rd on La Pigna 1,0,3,one,cf38-9,250709,3.60,0.70,18.01,57.64,9.24,2.82,0.47,0.14,3.70,,,,96.31
1668,9,3rd on La Pigna 1,0,3,one,cf38-10,250709,3.68,0.77,18.30,57.11,9.19,3.33,0.46,0.16,3.97,,,,96.97
1669,9,3rd on La Pigna 1,0,3,one,cf38-11,250709,3.67,0.81,18.09,57.51,9.01,3.22,0.49,0.20,3.97,,,,96.97
1670,9,3rd on La Pigna 1,0,3,one,cf38-12,250709,3.74,0.61,17.72,57.38,8.87,2.73,0.34,0.16,3.43,,,,94.97
1671,9,3rd on La Pigna 1,0,3,one,cf38-13,250709,3.63,0.78,18.54,57.30,9.29,3.13,0.51,0.13,3.91,,,,97.22
1672,9,3rd on La Pigna 1,0,3,one,cf38-15,250709,3.70,0.79,18.42,58.03,9.31,3.01,0.40,0.07,3.88,,,,97.62
1673,9,3rd on La Pigna 1,0,3,one,cf38-16,250709,3.84,0.83,18.55,57.41,8.99,3.33,0.45,0.13,4.03,,,,97.55
1674,9,3rd on La Pigna 1,0,3,one,cf38-17,250709,4.04,0.73,18.28,57.03,8.68,3.13,0.51,0.14,3.78,,,,96.32
1675,9,3rd on La Pigna 1,0,3,one,cf38-18,250709,3.83,0.76,18.35,56.92,9.03,3.24,0.47,0.18,3.72,,,,96.50
1676,8,2nd on La Pigna 1,0,3,one,cf37-1,250709,3.72,0.62,18.17,57.37,8.83,3.12,0.51,0.21,3.68,,,,96.24
1677,8,2nd on La Pigna 1,0,3,one,cf37-3,250709,3.71,0.71,18.52,58.02,9.33,2.99,0.52,0.15,3.60,,,,97.57
1678,8,2nd on La Pigna 1,0,3,one,cf37-4,250709,3.63,0.70,18.71,57.52,9.34,2.98,0.50,0.15,3.87,,,,97.38
1679,8,2nd on La Pigna 1,0,3,one,cf37-5,250709,3.71,0.75,18.82,57.97,9.26,3.05,0.47,0.17,3.55,,,,97.75
1680,8,2nd on La Pigna 1,0,3,one,cf37-6,250709,3.52,0.73,18.54,57.59,9.02,2.96,0.50,0.13,3.73,,,,96.72
1681,8,2nd on La Pigna 1,0,3,one,cf37-7,250709,3.55,0.80,18.58,57.87,9.14,3.09,0.45,0.02,3.55,,,,97.06
1682,8,2nd on La Pigna 1,0,3,one,cf37-8,250709,3.58,0.76,18.50,57.72,9.17,3.20,0.50,0.03,3.87,,,,97.33
1683,8,2nd on La Pigna 1,0,3,one,cf37-9,250709,3.66,0.83,18.55,57.56,9.28,3.28,0.54,0.15,4.10,,,,97.95
1684,8,2nd on La Pigna 1,0,3,one,cf37-10,250709,3.72,0.72,18.18,57.73,9.17,3.12,0.43,0.11,3.74,,,,96.91
1685,8,2nd on La Pigna 1,0,3,one,cf37-12,250709,3.39,0.77,18.55,57.42,9.04,3.23,0.49,0.22,3.51,,,,96.62
1686,8,2nd on La Pigna 1,0,3,one,cf37-13,250709,3.52,0.77,18.23,55.72,8.80,3.19,0.43,0.17,3.86,,,,94.70
1687,8,2nd on La Pigna 1,0,3,one,cf37-15,250709,3.80,0.70,18.26,57.39,9.21,3.31,0.35,0.16,3.96,,,,97.15
1688,7,1st on La Pigna 1,0,3,one,cf36-11,250709,3.67,0.65,18.66,57.70,9.27,2.82,0.39,0.12,3.66,,,,96.94
1689,7,1st on La Pigna 1,0,3,one,cf36-12,250709,3.71,0.67,18.37,57.31,9.15,2.73,0.41,0.11,3.39,,,,95.84
1690,7,1st on La Pigna 1,0,3,one,cf36-13,250709,3.40,0.82,18.62,57.62,9.12,3.10,0.43,0.09,3.94,,,,97.13
1691,7,1st on La Pigna 1,0,3,one,cf36-14,250709,3.86,0.74,18.72,57.33,9.10,3.14,0.44,0.05,3.80,,,,97.18
1692,7,1st on La Pigna 1,0,3,one,cf36-15,250709,3.82,0.57,17.29,56.69,8.23,2.46,0.43,0.21,3.53,,,,93.24
1693,7,1st on La Pigna 1,0,3,one,cf36-17,250709,3.58,0.82,18.92,56.72,8.96,3.24,0.50,0.15,4.20,,,,97.09
1694,7,1st on La Pigna 1,0,3,one,cf36-18,250709,3.60,0.89,18.84,57.31,9.12,3.24,0.49,0.08,4.03,,,,97.59
1695,7,1st on La Pigna 1,0,3,one,cf36-19,250709,3.65,0.81,18.49,57.18,9.07,3.17,0.41,0.15,4.04,,,,96.97
1696,7,1st on La Pigna 1,0,3,one,cf36-1,250709,3.58,0.82,18.92,56.99,9.21,3.25,0.40,0.16,3.95,,,,97.29
1697,7,1st on La Pigna 1,0,3,one,cf36-2,250709,4.04,0.80,18.34,54.77,7.90,3.23,0.56,0.15,3.74,,,,93.53
1698,7,1st on La Pigna 1,0,3,one,cf36-3,250709,3.61,0.79,18.79,57.35,9.11,3.26,0.48,0.11,3.85,,,,97.34
1699,7,1st on La Pigna 1,0,3,one,cf36-4,250709,3.72,0.71,18.68,57.65,9.29,3.09,0.40,0.12,3.64,,,,97.29
1700,7,1st on La Pigna 1,0,3,one,cf36-5,250709,3.44,0.76,18.60,55.83,8.97,3.23,0.43,0.16,3.82,,,,95.25
1701,7,1st on La Pigna 1,0,3,one,cf36-6,250709,3.64,0.67,17.75,55.37,9.18,2.82,0.44,0.21,3.47,,,,93.57
1702,7,1st on La Pigna 1,0,3,one,cf36-7,250709,3.57,0.72,18.92,57.38,9.12,3.32,0.44,0.15,3.80,,,,97.42
1703,7,1st on La Pigna 1,0,3,one,cf36-8,250709,3.88,0.68,18.17,56.22,8.60,2.71,0.46,0.06,3.33,,,,94.11
1704,7,1st on La Pigna 1,0,3,one,cf36-9,250709,3.68,0.80,18.78,57.78,9.48,3.19,0.51,0.11,3.78,,,,98.10
1705,7,1st on La Pigna 1,0,3,one,cf36-10,250709,3.89,0.70,18.79,57.36,8.87,3.12,0.38,0.07,3.71,,,,96.89
1706,6,La Pigna 1,0,3,one,35_20,180609,3.99,0.60,18.41,57.91,9.58,2.76,0.46,0.15,3.42,1726,6875,910,98.25
1707,6,La Pigna 1,0,3,one,35_18,180609,4.01,0.62,18.40,58.62,9.63,2.87,0.44,0.15,3.72,1827,6688,1249,99.44
1708,6,La Pigna 1,0,3,one,35_17,180609,4.23,0.68,18.27,58.46,9.60,2.98,0.42,0.14,3.61,1373,6507,801,99.25
1709,6,La Pigna 1,0,3,one,35_16,180609,3.69,0.72,18.19,58.36,9.07,3.01,0.47,0.12,3.96,1899,7289,1086,98.60
1710,6,La Pigna 1,0,3,one,35_15,180609,3.66,0.70,18.69,58.14,9.43,2.93,0.46,0.15,3.89,1351,6163,760,98.89
1711,6,La Pigna 1,0,3,one,35_14,180609,3.73,0.58,18.50,58.73,9.63,2.82,0.48,0.10,3.58,1072,6761,544,98.99
1712,6,La Pigna 1,0,3,one,35_13,180609,3.72,0.70,18.43,58.93,9.70,2.82,0.43,0.12,3.52,1495,6686,730,99.26
1713,6,La Pigna 1,0,3,one,35_11,180609,3.82,0.66,18.17,58.10,9.63,2.82,0.45,0.11,3.67,1142,6233,1193,98.29
1714,6,La Pigna 1,0,3,one,35_10,180609,3.70,0.67,18.25,59.34,9.50,2.90,0.51,0.13,3.84,1726,6341,605,99.70
1715,6,La Pigna 1,0,3,one,35_9,180609,3.93,0.69,18.30,58.49,9.68,2.89,0.45,0.15,3.77,1658,6779,778,99.26
1716,6,La Pigna 1,0,3,one,35_8,180609,3.77,0.68,18.42,59.07,9.64,2.82,0.51,0.16,3.59,1411,6472,560,99.51
1717,6,La Pigna 1,0,3,one,35_7,180609,3.89,0.63,18.33,58.91,9.70,2.66,0.48,0.10,3.65,1519,6609,1260,99.29
1718,6,La Pigna 1,0,3,one,35_6,180609,3.76,0.63,17.37,56.19,8.83,2.60,0.38,0.13,3.03,1132,5874,1583,93.78
1719,6,La Pigna 1,0,3,one,35_5,180609,3.71,0.70,18.00,57.33,8.96,2.88,0.46,0.11,3.99,1258,7157,635,97.05
1720,6,La Pigna 1,0,3,one,35_4,180609,3.68,0.62,18.49,58.71,9.40,2.83,0.44,0.09,3.41,1500,6116,882,98.53
1721,6,La Pigna 1,0,3,one,35_3,180609,3.97,0.69,17.73,57.15,8.97,2.90,0.38,0.12,3.55,1908,6860,347,96.38
1722,6,La Pigna 1,0,3,one,35_1,180609,3.77,0.68,17.26,55.57,9.23,2.62,0.41,0.14,3.36,1003,7033,809,93.93
1723,6,La Pigna 1,0,3,one,cf33-11,250709,3.81,0.66,18.28,58.30,8.77,2.86,0.53,0.17,3.52,,,,96.91
1724,6,La Pigna 1,0,3,one,cf33-12,250709,3.68,0.72,18.32,58.32,9.33,2.94,0.51,0.08,3.84,,,,97.73
1725,6,La Pigna 1,0,3,one,cf33-13,250709,3.63,0.75,18.56,57.97,9.09,2.84,0.48,0.10,3.66,,,,97.09
1726,6,La Pigna 1,0,3,one,cf33-14,250709,3.76,0.77,18.17,58.13,9.18,2.88,0.44,0.13,3.72,,,,97.18
1727,6,La Pigna 1,0,3,one,cf33-15,250709,3.58,0.67,18.49,58.63,9.23,2.99,0.43,0.12,3.66,,,,97.80
1728,6,La Pigna 1,0,3,one,cf33-17,250709,3.79,0.72,18.45,58.05,9.09,2.90,0.43,0.09,3.56,,,,97.09
1729,6,La Pigna 1,0,3,one,cf33-18,250709,3.56,0.71,18.62,57.72,9.17,2.73,0.50,0.14,3.69,,,,96.84
1730,6,La Pigna 1,0,3,one,cf33-20,250709,3.79,0.66,18.51,58.07,8.82,2.80,0.48,0.15,3.62,,,,96.89
1731,6,La Pigna 1,0,3,one,cf33-1,250709,3.78,0.62,18.20,57.10,8.78,2.86,0.43,0.12,3.37,,,,95.26
1732,6,La Pigna 1,0,3,one,cf33-2,250709,3.79,0.74,18.38,58.11,9.05,2.86,0.44,0.06,3.70,,,,97.14
1733,6,La Pigna 1,0,3,one,cf33-4,250709,3.70,0.69,18.51,57.72,9.14,2.73,0.43,0.14,3.65,,,,96.71
1734,6,La Pigna 1,0,3,one,cf33-5,250709,3.76,0.62,18.65,59.17,8.87,3.01,0.47,0.12,3.27,,,,97.93
1735,6,La Pigna 1,0,3,one,cf33-6,250709,3.41,0.65,18.82,58.74,9.55,2.73,0.40,0.17,3.60,,,,98.07
1736,6,La Pigna 1,0,3,one,cf33-8,250709,3.69,0.71,18.64,57.51,9.00,2.74,0.43,0.15,3.50,,,,96.38
1737,6,La Pigna 1,0,3,one,cf33-9,250709,3.99,0.72,18.42,58.14,9.09,2.92,0.49,0.09,3.46,,,,97.31
1738,6,La Pigna 1,0,3,one,cf33-10,250709,3.83,0.70,18.55,57.71,9.23,2.83,0.47,0.12,3.51,,,,96.95
1739,6,La Pigna 1,0,3,one,cf34-1,250709,3.86,0.80,18.60,57.37,9.14,3.09,0.44,0.06,3.82,,,,97.19
1740,6,La Pigna 1,0,3,one,cf34-2,250709,3.57,0.72,18.25,56.90,8.86,2.88,0.42,0.15,3.72,,,,95.48
1741,6,La Pigna 1,0,3,one,cf34-3,250709,3.78,0.65,18.12,56.54,9.12,2.90,0.51,0.07,3.45,,,,95.14
1742,6,La Pigna 1,0,3,one,cf34-4,250709,3.61,0.77,18.55,57.89,9.08,2.94,0.43,0.16,3.52,,,,96.94
1743,6,La Pigna 1,0,3,one,cf34-5,250709,3.83,0.69,18.24,57.02,8.88,2.90,0.44,0.13,3.63,,,,95.76
1744,6,La Pigna 1,0,3,one,cf34-6,250709,3.32,0.67,18.40,58.27,9.00,2.92,0.44,0.16,3.60,,,,96.78
1745,6,La Pigna 1,0,3,one,cf34-8,250709,3.58,0.69,18.26,56.18,8.80,2.92,0.44,0.10,3.74,,,,94.70
1746,6,La Pigna 1,0,3,one,cf34-9,250709,4.09,0.74,18.73,57.73,9.36,2.94,0.44,0.13,3.67,,,,97.82
1747,6,La Pigna 1,0,3,one,cf34-10,250709,3.95,0.67,17.73,55.95,8.52,2.67,0.43,0.11,3.53,,,,93.57
1748,6,La Pigna 1,0,3,one,cf34-11,250709,3.97,0.79,18.68,57.50,8.98,2.87,0.47,0.11,3.71,,,,97.08
1749,6,La Pigna 1,0,3,one,cf34-12,250709,4.02,0.67,18.68,57.48,9.18,2.85,0.38,0.10,3.70,,,,97.06
1750,6,La Pigna 1,0,3,one,cf34-13,250709,4.00,0.75,18.53,57.64,8.91,2.99,0.48,0.02,3.77,,,,97.08
1751,6,La Pigna 1,0,3,one,cf34-14,250709,3.53,0.69,17.85,55.24,8.69,2.82,0.37,0.06,3.57,,,,92.84
1752,3,Gauro,0,3,one,cf94b_6,200110,3.08,0.92,18.87,57.81,8.85,3.26,0.43,0.04,4.03,2237,5024,,98.01
1753,3,Gauro,0,3,one,cf94b_10,200110,4.29,0.45,18.60,60.31,8.35,2.17,0.39,0.11,2.89,475,6791,,98.29
1754,3,Gauro,0,3,one,cf94b_13,200110,3.19,1.18,19.04,57.13,8.30,3.82,0.54,0.08,4.70,2718,5436,,98.79
1755,3,Gauro,0,3,one,cf94b_15,200110,3.20,1.16,18.87,57.40,8.48,3.87,0.53,0.12,4.45,2229,4909,,98.79
1756,3,Gauro,0,3,one,cf94b_8,200110,3.29,1.17,18.97,57.57,8.27,3.90,0.54,0.16,4.17,2611,5181,,98.82
1757,3,Gauro,0,3,one,cf94b_3,200110,3.53,1.18,18.75,57.22,8.33,3.90,0.53,0.09,4.56,2629,5264,,98.87
1758,3,Gauro,0,3,one,cf94b_9,200110,3.36,1.05,18.92,57.74,8.73,3.63,0.51,0.14,4.22,2339,4464,,98.98
1759,3,Gauro,0,3,one,cf94b_7,200110,3.29,1.20,18.76,57.33,8.36,3.80,0.61,0.07,4.82,2550,5014,,99.00
1760,3,Gauro,0,3,one,cf94b_14,200110,3.41,1.19,18.87,57.12,8.39,4.01,0.56,0.12,4.65,2589,4850,,99.07
1761,3,Gauro,0,3,one,cf94b_12,200110,4.09,0.50,18.95,60.14,8.80,2.43,0.42,0.19,2.86,938,5898,,99.08
1762,3,Gauro,0,3,one,cf94b_1,200110,3.39,1.30,18.78,57.16,8.50,4.05,0.48,0.18,4.58,2528,5017,,99.16
1763,3,Gauro,0,3,one,cf94b_4,200110,3.25,1.21,19.10,57.10,8.33,4.05,0.55,0.09,4.81,2634,4731,,99.23
1764,3,Gauro,0,3,one,cf94b_2,200110,4.49,0.52,18.85,59.08,8.81,2.87,0.58,0.15,3.31,492,8671,,99.58
1765,3,Gauro,0,3,one,cf94b_11,200110,4.18,0.56,19.26,59.93,8.79,2.73,0.51,0.05,2.99,655,6584,,99.73
1766,3,Gauro,0,3,one,cf94_8,210110,4.06,0.44,17.57,57.78,8.26,2.06,0.46,0.03,2.91,840,6329,,94.28
1767,3,Gauro,0,3,one,cf94_4,210110,3.22,1.06,18.05,55.79,8.29,3.84,0.48,0.12,4.01,2684,5042,,95.63
1768,3,Gauro,0,3,one,cf94_9,210110,4.17,0.66,17.89,57.45,8.45,2.68,0.44,0.22,3.18,1398,5518,,95.83
1769,3,Gauro,0,3,one,cf94_1,210110,3.90,0.61,18.20,58.54,8.89,2.37,0.40,0.14,2.90,1129,5447,,96.61
1770,3,Gauro,0,3,one,cf94_2,210110,3.63,1.12,18.46,55.89,8.39,3.86,0.52,0.10,4.57,2631,4840,,97.30
1771,3,Gauro,0,3,one,cf94_10,210110,3.60,0.96,18.40,57.15,8.77,3.37,0.51,0.09,4.15,2082,5043,,97.70
