1	1.709
2	2.473
3	2.252
4	2.548
5	2.608
6	2.098
7	2.227
8	2.257
9	2.459
10	2.409
11	2.193
12	1.731
13	2.032
14	1.629
15	1.870
16	1.391
17	1.689
18	1.136
19	1.154
20	1.060
21	1.184
22	1.256
23	1.168
24	1.209
25	1.469
26	1.214
27	1.295
28	1.702
29	1.383
30	1.933
31	1.514
32	1.633
33	1.665
34	2.136
35	1.822
36	1.703
37	1.646
38	1.486
39	1.637
40	1.326
41	1.507
42	1.622
43	1.409
44	1.442
45	0.778
46	1.059
47	1.118
48	0.888
49	0.937
50	0.816
51	1.040
52	0.962
53	0.796
54	1.332
55	0.985
56	1.053
57	1.452
58	1.094
59	1.307
60	1.084
61	1.566
62	1.246
63	1.228
64	1.231
65	1.547
66	1.166
67	0.986
68	1.151
69	1.211
70	1.141
71	0.661
72	1.046
73	1.163
74	1.140
75	0.731
76	0.968
77	0.734
78	0.658
79	1.045
80	2.512
81	2.201
82	2.613
83	2.567
84	2.252
85	2.308
86	2.387
87	2.238
88	2.387
89	2.205
90	2.540
91	2.099
92	2.261
93	2.074
94	2.374
95	2.459
96	1.902
97	2.120
98	2.352
99	2.286
100	2.128
101	1.921
102	2.359
103	1.975
104	2.364
105	2.374
106	2.025
107	2.034
108	1.802
109	1.947
110	2.191
111	2.159
112	1.915
113	1.836
114	1.708
115	1.621
116	1.870
117	1.816
118	1.882
119	1.833
120	1.545
121	1.451
122	1.742
123	1.611
124	1.780
125	1.400
126	1.427
127	1.875
128	1.584
129	1.934
130	1.763
131	1.758
132	1.718
133	1.804
134	2.020
135	1.863
136	1.630
137	1.549
138	1.483
139	1.691
140	1.410
141	1.612
142	1.139
143	1.068
144	1.371
145	0.864
146	0.996
147	1.201
148	0.899
149	0.843
150	1.283
151	1.332
152	1.434
153	1.038
154	1.415
155	1.330
156	1.401
157	1.578
158	1.561
159	1.752
160	1.972
161	1.488
162	1.955
163	1.857
164	1.501
165	1.483
166	1.432
167	1.291
168	1.484
169	0.961
170	1.158
171	0.670
172	0.506
173	0.939
174	0.830
175	0.463
176	0.419
177	0.383
178	1.003
179	0.664
180	0.884
181	1.241
182	0.769
183	1.159
184	1.531
185	1.263
186	1.581
187	3.743
188	3.478
189	3.533
190	3.653
191	3.166
192	3.252
193	3.001
194	3.217
195	2.771
196	2.707
197	2.884
198	2.646
199	2.106
200	2.276
201	2.182
202	2.372
203	2.031
204	2.152
205	2.285
206	1.876
207	2.038
208	2.329
209	2.013
210	2.584
211	2.471
212	2.788
213	2.312
214	2.750
215	2.738
216	2.681
217	2.709
218	2.734
219	2.330
220	2.236
221	2.192
222	2.378
223	2.158
224	1.862
225	1.729
226	1.834
227	1.960
228	1.708
229	1.554
230	1.537
231	1.624
232	1.831
233	1.375
234	1.379
235	1.948
236	1.820
237	1.648
238	1.962
239	1.785
240	1.649
241	1.896
242	1.867
243	1.998
244	1.888
245	1.915
246	1.718
247	1.550
248	1.873
249	1.961
250	1.424
251	1.622
252	1.379
253	1.793
254	1.235
255	1.574
256	1.417
257	1.576
258	1.551
259	1.511
260	1.187
261	1.562
262	1.180
263	1.113
264	1.209
265	1.519
266	1.443
267	1.355
268	1.414
269	1.184
270	1.461
271	1.070
272	1.427
273	1.521
274	0.996
275	0.985
276	1.175
277	0.914
278	1.038
279	1.481
280	1.048
281	1.324
282	0.936
283	1.255
284	1.277
285	1.383
286	1.446
287	0.942
288	0.921
289	1.136
290	1.137
291	1.097
292	0.920
293	1.364
294	1.240
295	0.867
296	1.079
297	0.583
298	0.615
299	1.008
300	0.539
301	0.797
302	0.686
303	0.778
304	0.477
305	0.593
306	0.771
307	1.045
308	0.749
309	1.231
310	0.788
311	0.929
312	1.314
313	1.084
314	1.153
315	0.901
316	1.139
317	1.042
318	1.029
319	1.046
320	0.922
321	0.988
322	0.640
323	0.548
324	0.457
325	0.503
326	0.272
327	0.301
328	0.355
329	0.350
330	0.537
331	0.187
332	0.216
333	0.470
334	0.710
335	0.713
336	0.755
337	0.794
338	0.744
339	1.065
340	0.795
341	0.821
342	1.080
343	1.270
344	1.125
345	0.920
346	0.938
347	0.642
348	1.006
349	0.422
350	0.328
351	0.326
352	0.149
353	0.443
354	0.451
355	0.388
356	0.366
357	0.147
358	1.929
359	1.933
360	2.223
361	2.024
362	1.962
363	2.407
364	2.136
365	2.696
366	2.527
367	2.508
368	2.806
369	2.918
370	2.479
371	2.988
372	2.937
373	2.744
374	2.437
375	2.392
376	2.220
377	2.258
378	1.728
379	1.595
380	1.915
381	1.724
382	1.670
383	1.668
384	1.559
385	1.597
386	1.582
387	1.495
388	1.207
389	1.662
390	1.310
391	1.354
392	1.807
393	1.747
394	1.716
395	1.767
396	1.842
397	1.921
398	2.141
399	2.238
400	1.846
401	1.922
402	1.836
403	1.829
404	1.636
